NAME	DCHR	DPROMSTART	DPROMEND	DSTRAND	HCHR	HPROMSTART	HPROMEND	HSTRAND
RPTOR	chr9	2185237	2186261	-1	chr17	80543795	80544819	1
RNF213	chr9	2376800	2377824	-1	chr17	80259842	80260866	1
SEPTIN9	chr9	4546246	4547270	-1	chr17	77279545	77280569	1
SRSF2	chr9	4929776	4930800	1	chr11	95065895	95066919	1
ITGB4	chr9	5735767	5736791	-1	chr17	75720304	75721328	1
PRKAR1A	chr9	11745376	11746400	-1	chr17	68510756	68511780	1
GNA13	chr9	11994293	11995317	-1	chr17	65056740	65057764	-1
AXIN2	chr9	12367417	12368441	-1	chr17	65561648	65562672	-1
DDX5	chr9	14616424	14617448	1	chr17	64508199	64509223	-1
PECAM1	chr9	14704566	14705590	1	chr17	64413776	64414800	-1
ICAM2	chr9	15007274	15008298	1	chr17	64020634	64021658	-1
CD79B	chr9	15080762	15081786	1	chr17	63932336	63933360	-1
GH1	chr9	15091577	15092601	1	chr17	63918839	63919863	-1
ITGB3	chr9	17634330	17635354	1	chr17	47252803	47253827	1
MAP3K14	chr9	18140241	18141265	1	chr17	45317029	45318053	-1
GFAP	chr9	18455763	18456787	1	chr17	44916937	44917961	-1
ITGA2B	chr9	18924468	18925492	1	chr17	44389649	44390673	-1
ETV4	chr9	19590439	19591463	1	chr17	43579620	43580644	-1
BRCA1	chr9	19832092	19833116	1	chr17	43170245	43171269	-1
IFI35	chr9	19933656	19934680	-1	chr17	43005716	43006740	1
EZH1	chr9	20135929	20136953	1	chr17	42745049	42746073	-1
CCR10	chr9	20180623	20181647	1	chr17	42683917	42684941	-1
STAT3	chr9	20412918	20413942	1	chr17	42388540	42389564	-1
STAT5A	chr9	20512845	20513869	-1	chr17	42286523	42287547	1
STAT5B	chr9	20521481	20522505	1	chr17	42276707	42277731	-1
CNP	chr9	20770140	20771164	-1	chr17	41965739	41966763	1
KRT14	chr9	21066070	21067094	1	chr17	41586895	41587919	-1
CCR7	chr9	22018526	22019550	1	chr17	40565472	40566496	-1
RARA	chr9	22239665	22240689	-1	chr17	40308156	40309180	1
CSF3	chr9	22482375	22483399	-1	chr17	40014337	40015361	1
IKZF3	chr9	22593925	22594949	1	chr17	39864312	39865336	-1
ERBB2	chr9	22737693	22738717	-1	chr17	39686890	39687914	1
CDK12	chr9	22931564	22932588	-1	chr17	39460462	39461486	1
LASP1	chr9	23350411	23351435	-1	chr17	38868835	38869859	1
MLLT6	chr9	23481098	23482122	-1	chr17	38704249	38705273	1
TBX21	chr9	24026839	24027863	1	chr17	47732212	47733236	1
HOXB13	chr9	24912969	24913993	-1	chr17	48728750	48729774	-1
SPOP	chr9	25704391	25705415	-1	chr17	49678163	49679187	-1
COL1A1	chr9	26150789	26151813	-1	chr17	50201632	50202656	-1
HLF	chr9	30282708	30283732	1	chr17	55263936	55264960	1
RAD51C	chr9	33256450	33257474	1	chr17	58691549	58692573	1
CLTC	chr9	34081550	34082574	1	chr17	59618665	59619689	1
BRIP1	chr9	34767793	34768817	1	chr17	61863559	61864583	-1
PPM1D	chr9	35881823	35882847	-1	chr17	60599159	60600183	1
CCL4	chr9	37649011	37650035	-1	chr17	36102803	36103827	1
CCL3	chr9	37659038	37660062	1	chr17	36090169	36091193	-1
CCL14	chr9	37747552	37748576	1	chr17	35987004	35988028	-1
CCL16	chr9	37752296	37753320	1	chr17	35981497	35982521	-1
CCL5	chr9	37782103	37783127	1	chr17	35880793	35881817	-1
TAF15	chr9	37840775	37841799	-1	chr17	35712767	35713791	1
CCT6B	chr9	38351355	38352379	1	chr17	34981078	34982102	-1
CCL1	chr9	38901383	38902407	1	chr17	34363233	34364257	-1
CCL13	chr9	38908596	38909620	-1	chr17	34355456	34356480	1
CCL8	chr9	38919073	38920097	-1	chr17	34318411	34319435	1
CCL7	chr9	38964679	38965703	-1	chr17	34269197	34270221	1
SUZ12	chr9	41011837	41012861	-1	chr17	31935983	31937007	1
NF1	chr9	41716759	41717783	-1	chr17	31093903	31094927	1
NOS2	chr9	42179774	42180798	-1	chr17	27800529	27801553	-1
MYO18A	chr9	43296683	43297707	-1	chr17	29180398	29181422	-1
ITGAE	chr9	47564748	47565772	-1	chr17	3801188	3802212	-1
C8G	chr9	48674238	48675262	-1	chr9	136944161	136945185	1
TRAF2	chr9	48714231	48715255	-1	chr9	136880888	136881912	1
NOTCH1	chr9	48973399	48974423	1	chr9	136546048	136547072	-1
CARD9	chr9	49109116	49110140	1	chr9	136373681	136374705	-1
VAV2	chr9	50319194	50320218	-1	chr9	133992604	133993628	-1
BRD3	chr9	50377911	50378935	-1	chr9	134068535	134069559	-1
RXRA	chr9	50540589	50541613	1	chr9	134316074	134317098	1
TSC1	chr9	51485490	51486514	1	chr9	132946874	132947898	-1
NUP214	chr9	53035905	53036929	-1	chr9	131124562	131125586	1
ABL1	chr9	53353656	53354680	-1	chr9	130711992	130713016	1
FNBP1	chr9	53898973	53899997	1	chr9	130043194	130044218	-1
LCN2	chr9	55430934	55431958	-1	chr9	128148047	128149071	1
MAPKAP1	chr9	57532139	57533163	1	chr9	125707234	125708258	-1
PPP6C	chr9	57969420	57970444	1	chr9	125189939	125190963	-1
CD63	chr10	481230	482254	-1	chr12	55729707	55730731	-1
ERBB3	chr10	757328	758352	1	chr12	56075775	56076799	1
IL23A	chr10	989196	990220	1	chr12	56333150	56334174	1
STAT2	chr10	1013823	1014847	-1	chr12	56360167	56361191	-1
NAB2	chr10	1579738	1580762	1	chr12	57088019	57089043	1
STAT6	chr10	1597208	1598232	-1	chr12	57132139	57133163	-1
LRP1	chr10	1613722	1614746	1	chr12	57127459	57128483	1
SHMT2	chr10	1710279	1711303	1	chr12	57228549	57229573	1
GLI1	chr10	1918010	1919034	1	chr12	57458761	57459785	1
DDIT3	chr10	1966292	1967316	-1	chr12	57521737	57522761	-1
CDK4	chr10	2169759	2170783	-1	chr12	57756013	57757037	-1
LRIG3	chr10	3131801	3132825	-1	chr12	58920504	58921528	-1
TBK1	chr10	7525033	7526057	1	chr12	64451066	64452090	1
WIF1	chr10	8084263	8085287	-1	chr12	65121305	65122329	-1
IFNG	chr10	10772882	10773906	-1	chr12	68159740	68160764	-1
IL26	chr10	10832719	10833743	-1	chr12	68225810	68226834	-1
IL22	chr10	10853495	10854519	-1	chr12	68253604	68254628	-1
MDM2	chr10	11295576	11296600	1	chr12	68807153	68808177	1
FRS2	chr10	11805028	11806052	1	chr12	69469325	69470349	1
PTPRB	chr10	12753669	12754693	-1	chr12	70637440	70638464	-1
GTSE1	chr10	20832742	20833766	-1	chr22	46295846	46296870	1
TNFRSF13C	chr10	24387301	24388325	1	chr22	41926806	41927830	-1
EP300	chr10	25114749	25115773	-1	chr22	41091568	41092592	1
MRTFA	chr10	25519439	25520463	1	chr22	40636719	40637743	-1
PDGFB	chr10	26759534	26760558	1	chr22	39244982	39246006	-1
SOX10	chr10	27679992	27681016	1	chr22	37987422	37988446	-1
LGALS1	chr10	27935843	27936867	-1	chr22	37674612	37675636	1
RAC2	chr10	28295207	28296231	1	chr22	37244448	37245472	-1
IL2RB	chr10	28370112	28371136	1	chr22	37175054	37176078	-1
CSF2RB	chr10	28567688	28568712	-1	chr22	36912604	36913628	1
NCF4	chr10	28672687	28673711	-1	chr22	36859964	36860988	1
MYH9	chr10	29029986	29031010	1	chr22	36387967	36388991	-1
RANBP2	chr10	36238211	36239235	-1	chr2	108718458	108719482	1
IL18RAP	chr10	41660098	41661122	-1	chr2	102417665	102418689	1
IL18R1	chr10	41707879	41708903	-1	chr2	102310505	102311529	1
IL1RL1	chr10	41731892	41732916	-1	chr2	102310478	102311502	1
IL1RL2	chr10	41871492	41872516	-1	chr2	102185982	102187006	1
IL1R1	chr10	41952281	41953305	-1	chr2	102063520	102064544	1
IL1R2	chr10	42057056	42058080	-1	chr2	101990936	101991960	1
AFF3	chr10	43638811	43639835	1	chr2	99490035	99491059	-1
INPP4A	chr10	45271376	45272400	-1	chr2	98443830	98444854	1
ZAP70	chr10	45975965	45976989	-1	chr2	97712552	97713576	1
PRKCE	chr10	49028785	49029809	1	chr2	45650321	45651345	1
EPAS1	chr10	49602581	49603605	1	chr2	46292643	46293667	1
EPCAM	chr10	50539157	50540181	1	chr2	47344134	47345158	1
MSH2	chr10	50571198	50572222	1	chr2	47402043	47403067	1
MSH6	chr10	50868536	50869560	1	chr2	47694506	47695530	1
FBXO11	chr10	50980961	50981985	-1	chr2	47906498	47907522	-1
FANCL	chr10	59915100	59916124	-1	chr2	58241372	58242396	-1
BCL11A	chr10	61974801	61975825	-1	chr2	60554467	60555491	-1
REL	chr10	62276484	62277508	1	chr2	60880497	60881521	1
XPO1	chr10	62880490	62881514	-1	chr2	61538741	61539765	-1
ETAA1	chr10	67925386	67926410	1	chr2	67396298	67397322	1
FLT4	chr11	1404652	1405676	1	chr5	180649624	180650648	-1
ADAMTS2	chr11	2546754	2547778	1	chr5	179345461	179346485	-1
TICAM2	chr11	5583094	5584118	-1	chr5	115602479	115603503	-1
ATG12	chr11	5813410	5814434	-1	chr5	115841837	115842861	-1
SNCAIP	chr11	12119305	12120329	1	chr5	122310330	122311354	1
IL3	chr11	20323814	20324838	1	chr5	132059631	132060655	1
CSF2	chr11	20338000	20339024	1	chr5	132072765	132073789	1
IRF1	chr11	20775474	20776498	-1	chr5	132508719	132509743	-1
IL5	chr11	20821765	20822789	-1	chr5	132556838	132557862	-1
IL13	chr11	20951893	20952917	1	chr5	132655239	132656263	1
IL4	chr11	20966154	20967178	1	chr5	132672962	132673986	1
AFF4	chr11	21241674	21242698	-1	chr5	132963634	132964658	-1
TCF7	chr11	22320729	22321753	1	chr5	134113657	134114681	1
CXCL14	chr11	23627406	23628430	-1	chr5	135579279	135580303	-1
IL9	chr11	23834141	23835165	-1	chr5	135895841	135896865	-1
EGR1	chr11	26095129	26096153	1	chr5	138464455	138465479	1
CTNNA1	chr11	26322168	26323192	1	chr5	138609943	138610967	1
KDM4C	chr11	27762420	27763444	1	chr9	6719839	6720863	1
PTPRD	chr11	31348978	31350002	-1	chr9	10613002	10614026	-1
NFIB	chr11	34872773	34873797	-1	chr9	14398983	14400007	-1
PSIP1	chr11	35846055	35847079	-1	chr9	15510995	15512019	-1
RPS6	chr11	39222435	39223459	-1	chr9	19380236	19381260	-1
MLLT3	chr11	40261006	40262030	-1	chr9	20622499	20623523	-1
IFNB1	chr11	40726753	40727777	-1	chr9	21077942	21078966	-1
IFNA7	chr11	40976332	40977356	1	chr9	21202205	21203229	-1
CDKN2B	chr11	41378057	41379081	-1	chr9	22009305	22010329	-1
TEK	chr11	45517454	45518478	1	chr9	27108117	27109141	1
MOB3B	chr11	45885793	45886817	-1	chr9	27529814	27530838	-1
DDX58	chr11	50029015	50030039	-1	chr9	32526208	32527232	-1
ARID3C	chr11	51538340	51539364	-1	chr9	34628086	34629110	-1
CCL27	chr11	51571750	51572774	-1	chr9	34664048	34665072	-1
CCL19	chr11	51595370	51596394	-1	chr9	34691276	34692300	-1
FANCG	chr11	51956319	51957343	-1	chr9	35079942	35080966	-1
PAX5	chr11	53723946	53724970	-1	chr9	37034268	37035292	-1
XPA	chr11	55331573	55332597	-1	chr9	97697340	97698364	-1
TGFBR1	chr11	56498955	56499979	1	chr9	99103014	99104038	1
NR4A3	chr11	57143325	57144349	1	chr9	99820831	99821855	1
TAL2	chr11	61784986	61786010	1	chr9	105661433	105662457	1
KLF4	chr11	63263062	63264086	-1	chr9	107490482	107491506	-1
AMBP	chr11	68762492	68763516	-1	chr9	114078328	114079352	-1
TNFSF15	chr11	69319429	69320453	-1	chr9	114806039	114807063	-1
TNFSF8	chr11	69416891	69417915	-1	chr9	114930595	114931619	-1
TLR4	chr11	71766587	71767611	1	chr9	117703151	117704175	1
C5	chr11	74443207	74444231	-1	chr9	121050275	121051299	-1
CNTRL	chr11	74492181	74493205	1	chr9	121073729	121074753	1
ARG1	chr12	398005	399029	-1	chr6	131469808	131470832	1
MDC1	chr12	648361	649385	-1	chr6	30717447	30718471	-1
DDR1	chr12	793027	794051	1	chr6	30875397	30876421	1
LTA	chr12	1209138	1210162	1	chr6	31571030	31572054	1
TNF	chr12	1212227	1213251	1	chr6	31574541	31575565	1
LTB	chr12	1219848	1220872	-1	chr6	31582522	31583546	-1
NCR3	chr12	1242958	1243982	-1	chr6	31593006	31594030	-1
C2	chr12	1490691	1491715	1	chr6	31896761	31897785	1
NOTCH4	chr12	1741905	1742929	-1	chr6	32224067	32225091	-1
TAP1	chr12	2587126	2588150	-1	chr6	32853816	32854840	-1
PSMB9	chr12	2586440	2587464	1	chr6	32843112	32844136	1
TAPBP	chr12	2906650	2907674	-1	chr6	33314387	33315411	-1
DAXX	chr12	2915532	2916556	-1	chr6	33323016	33324040	-1
PHF1	chr12	2999328	3000352	1	chr6	33409375	33410399	1
HMGA1	chr12	3706489	3707513	1	chr6	34235849	34236873	1
FANCE	chr12	4763674	4764698	1	chr6	35451314	35452338	1
MAPK14	chr12	5326731	5327755	1	chr6	36026653	36027677	1
SRSF3	chr12	5857280	5858304	1	chr6	36593329	36594353	1
CDKN1A	chr12	5927205	5928229	1	chr6	36675436	36676460	1
TREM2	chr12	10108997	10110021	-1	chr6	41163186	41164210	-1
TREM1	chr12	10188597	10189621	-1	chr6	41286682	41287706	-1
TFEB	chr12	10611532	10612556	-1	chr6	41736259	41737283	-1
CCND3	chr12	10877073	10878097	-1	chr6	42050357	42051381	-1
PTK7	chr12	11780140	11781164	1	chr6	43075283	43076307	1
VEGFA	chr12	12397427	12398451	1	chr6	43769160	43770184	1
HSP90AB1	chr12	12845424	12846448	1	chr6	44245142	44246166	1
NFKBIE	chr12	12867147	12868171	-1	chr6	44265788	44266812	-1
RUNX2	chr12	13824146	13825170	1	chr6	45327133	45328157	1
IL17A	chr12	20099876	20100900	1	chr6	52185351	52186375	1
IL17F	chr12	20154815	20155839	-1	chr6	52244500	52245524	-1
CILK1	chr12	20755529	20756553	-1	chr6	53061824	53062848	-1
PTP4A1	chr12	27263018	27264042	1	chr6	63520722	63521746	1
TMEM30A	chr12	37159632	37160656	-1	chr6	75284948	75285972	-1
NT5E	chr12	45692290	45693314	1	chr6	85448560	85449584	1
BACH2	chr12	49677611	49678635	-1	chr6	90296908	90297932	-1
MAP3K7	chr12	49956849	49957873	-1	chr6	90587072	90588096	-1
EPHA7	chr12	52517393	52518417	-1	chr6	93419687	93420711	-1
PRDM1	chr12	63791155	63792179	1	chr6	105992439	105993463	1
ATG5	chr12	64013653	64014677	-1	chr6	106325791	106326815	-1
FOXO3	chr12	65901199	65902223	1	chr6	108558811	108559835	1
SESN1	chr12	66409780	66410804	-1	chr6	109094819	109095843	-1
CD164	chr12	66663417	66664441	-1	chr6	109382467	109383491	-1
FYN	chr12	68722405	68723429	-1	chr6	111873452	111874476	-1
CCN6	chr12	68885663	68886687	1	chr6	112053051	112054075	1
UBR5	chr13	4156590	4157614	-1	chr8	102412759	102413783	-1
RSPO2	chr13	8971462	8972486	-1	chr8	108083642	108084666	-1
EIF3E	chr13	9110052	9111076	-1	chr8	108443496	108444520	-1
RAD21	chr13	16741853	16742877	-1	chr8	116874776	116875800	-1
EXT1	chr13	17834137	17835161	-1	chr8	118111826	118112850	-1
TNFRSF11B	chr13	18560917	18561941	-1	chr8	118951885	118952909	-1
TRIB1	chr13	23754655	23755679	1	chr8	125429334	125430358	1
MYC	chr13	25628053	25629077	1	chr8	127734410	127735434	1
NDRG1	chr13	30267635	30268659	-1	chr8	133302022	133303046	-1
AGO2	chr13	35895912	35896936	-1	chr8	140635633	140636657	-1
PTK2	chr13	36183296	36184320	-1	chr8	141002216	141003240	-1
PHOX2B	chr13	39634496	39635520	-1	chr4	41748725	41749749	-1
TXK	chr13	44668806	44669830	-1	chr4	48134250	48135274	-1
TEC	chr13	44803644	44804668	-1	chr4	48269838	48270862	-1
CHIC2	chr13	47295476	47296500	-1	chr4	54064605	54065629	-1
PDGFRA	chr13	47417169	47418193	1	chr4	54228256	54229280	1
KIT	chr13	47869448	47870472	1	chr4	54656894	54657918	1
KDR	chr13	48248022	48249046	-1	chr4	55125595	55126619	-1
EPHA5	chr13	57231303	57232327	-1	chr4	65670495	65671519	-1
CXCL8	chr13	63484514	63485538	1	chr4	73739517	73740541	1
PPBP	chr13	63576659	63577683	1	chr4	73988190	73989214	-1
SMO	chr14	7399952	7400976	-1	chr7	129187609	129188633	1
IRF5	chr14	7592901	7593925	-1	chr7	128936433	128937457	1
SND1	chr14	8551828	8552852	-1	chr7	127651170	127652194	1
POT1	chr14	10851675	10852699	1	chr7	124929983	124931007	-1
GRM3	chr14	12835815	12836839	1	chr7	86642885	86643909	1
ABCB1	chr14	13720201	13721225	-1	chr7	87713323	87714347	-1
CDK6	chr14	18377659	18378683	-1	chr7	92836573	92837597	-1
ETV1	chr14	28806040	28807064	-1	chr7	13991425	13992449	-1
IL6	chr14	36552252	36553276	1	chr7	22724860	22725884	1
HNRNPA2B1	chr14	39600609	39601633	-1	chr7	26201529	26202553	-1
HOXA3	chr14	40422903	40423927	-1	chr7	27152583	27153607	-1
HOXA11	chr14	40456401	40457425	-1	chr7	27185232	27186256	-1
HOXA13	chr14	40471624	40472648	-1	chr7	27200091	27201115	-1
JAZF1	chr14	41372047	41373071	-1	chr7	28180795	28181819	-1
CREB5	chr14	41492301	41493325	1	chr7	28298297	28299321	1
NOD1	chr14	43321637	43322661	-1	chr7	30478784	30479808	-1
MET	chr14	55754746	55755770	1	chr7	116671172	116672196	1
MYCL	chr15	2983253	2984277	1	chr1	39902256	39903280	-1
RRAGC	chr15	3946199	3947223	1	chr1	38859772	38860796	-1
CSF3R	chr15	5889628	5890652	1	chr1	36483278	36484302	-1
STK40	chr15	5964936	5965960	1	chr1	36385924	36386948	-1
AGO1	chr15	6367229	6368253	-1	chr1	35868784	35869808	1
SFPQ	chr15	6948090	6949114	1	chr1	35193145	35194169	-1
EPS15	chr15	9793970	9794994	1	chr1	51519266	51520290	-1
CDKN2C	chr15	10267163	10268187	-1	chr1	50959721	50960745	1
STIL	chr15	13454316	13455340	1	chr1	47314892	47315916	-1
TAL1	chr15	13531555	13532579	1	chr1	47232220	47233244	-1
MKNK1	chr15	13946321	13947345	1	chr1	46616843	46617867	-1
RAD54L	chr15	14231866	14232890	-1	chr1	46245437	46246461	1
MPL	chr15	16928047	16929071	-1	chr1	43336794	43337818	1
CCNB1IP1	chr15	17806660	17807684	-1	chr14	20333312	20334336	-1
PARP2	chr15	17830401	17831425	1	chr14	20342591	20343615	1
DUSP6	chr15	30632696	30633720	-1	chr12	89352501	89353525	-1
BTG1	chr15	32951509	32952533	-1	chr12	92145846	92146870	-1
SOCS2	chr15	34082425	34083449	1	chr12	93568790	93569814	1
IGF1	chr15	41567874	41568898	-1	chr12	102481744	102482768	-1
FBXW7	chr15	50774097	50775121	-1	chr4	152536092	152537116	-1
TLR2	chr15	51820760	51821784	1	chr4	153683046	153684070	1
PDGFC	chr15	54726824	54727848	-1	chr4	156971799	156972823	-1
EZH2	chr16	1580140	1581164	1	chr7	148884321	148885345	-1
KEL	chr16	6123818	6124842	1	chr7	142962363	142963387	-1
PIP	chr16	6225860	6226884	-1	chr7	143131053	143132077	1
MGAM	chr16	7003078	7004102	-1	chr7	141906789	141907813	1
CLEC5A	chr16	7026361	7027385	1	chr7	141947007	141948031	-1
BRAF	chr16	7928481	7929505	1	chr7	140924929	140925953	-1
RHEB	chr16	16209781	16210805	-1	chr7	151520120	151521144	-1
KMT2C	chr16	16978785	16979809	-1	chr7	152436644	152437668	-1
XRCC2	chr16	17165358	17166382	-1	chr7	152676141	152677165	-1
HOOK3	chr16	23636812	23637836	-1	chr8	42895922	42896946	1
IKBKB	chr16	24152694	24153718	-1	chr8	42270278	42271302	1
KAT6A	chr16	24334140	24335164	1	chr8	42051994	42053018	-1
IDO2	chr16	26114701	26115725	-1	chr8	39933590	39934614	1
IDO1	chr16	26146796	26147820	-1	chr8	39901251	39902275	1
FGFR1	chr16	27766602	27767626	1	chr8	38468834	38469858	-1
NSD3	chr16	27838577	27839601	1	chr8	38382272	38383296	-1
ADGRA2	chr16	28320567	28321591	-1	chr8	37783167	37784191	1
ZNF703	chr16	28411257	28412281	-1	chr8	37694758	37695782	1
NRG1	chr16	33584021	33585045	-1	chr8	31638198	31639222	1
WRN	chr16	34122272	34123296	-1	chr8	31032764	31033788	1
TNKS	chr16	35857095	35858119	-1	chr8	9554888	9555912	1
TUSC3	chr16	39617328	39618352	1	chr8	15416191	15417215	1
MSR1	chr16	40331889	40332913	-1	chr8	16567490	16568514	-1
PCM1	chr16	42101445	42102469	1	chr8	17921816	17922840	1
FAT1	chr16	45045331	45046355	1	chr4	186726722	186727746	-1
TLR3	chr16	45571950	45572974	-1	chr4	186068131	186069155	1
CASP3	chr16	46847680	46848704	1	chr4	184649509	184650533	-1
IRF2	chr16	46980821	46981845	1	chr4	184474550	184475574	-1
VEGFC	chr16	53924200	53925224	1	chr4	176792922	176793946	-1
DEFB1	chr16	55549380	55550404	1	chr8	6877936	6878960	-1
WDCP	chr17	18595465	18596489	-1	chr2	24049575	24050599	-1
NCOA1	chr17	18939173	18940197	1	chr2	24490230	24491254	1
DNMT3A	chr17	19655519	19656543	-1	chr2	25342590	25343614	-1
ASXL2	chr17	20130179	20131203	-1	chr2	25878487	25879511	-1
CENPA	chr17	20875995	20877019	1	chr2	26763265	26764289	1
CAD	chr17	21263494	21264518	1	chr2	27216345	27217369	1
PPP1CB	chr17	22692459	22693483	1	chr2	28750616	28751640	1
ALK	chr17	23719569	23720593	-1	chr2	29921586	29922610	-1
STRN	chr17	29523408	29524432	-1	chr2	36966536	36967560	-1
SOS1	chr17	31309388	31310412	-1	chr2	39124345	39125369	-1
EML4	chr17	33945637	33946661	1	chr2	42168329	42169353	1
ARID5A	chr17	34509082	34510106	-1	chr2	96535719	96536743	1
TMEM127	chr17	34687546	34688570	1	chr2	96265997	96267021	-1
DUSP2	chr17	34761711	34762735	1	chr2	96145440	96146464	-1
MERTK	chr17	36514596	36515620	1	chr2	111897583	111898607	1
TTL	chr17	36916288	36917312	1	chr2	112481132	112482156	1
IL1A	chr17	37160990	37162014	-1	chr2	112784493	112785517	-1
IL1B	chr17	37205552	37206576	-1	chr2	112836816	112837840	-1
IL1RN	chr17	37425771	37426795	1	chr2	113106190	113107214	1
PAX8	chr17	37546218	37547242	-1	chr2	113278921	113279945	-1
CD8A	chr17	38678112	38679136	1	chr2	86808396	86809420	-1
DOK1	chr17	49094795	49095819	-1	chr2	74548002	74549026	1
TET3	chr17	49583958	49584982	-1	chr2	73983886	73984910	1
TRIM33	chr17	52756887	52757911	-1	chr1	114511203	114512227	-1
NRAS	chr17	52945813	52946837	-1	chr1	114716771	114717795	-1
CSDE1	chr17	52985466	52986490	-1	chr1	114758676	114759700	-1
ATP1A1	chr17	54355708	54356732	1	chr1	116371644	116372668	1
CD58	chr17	54538606	54539630	-1	chr1	116571039	116572063	-1
CD2	chr17	54698331	54699355	1	chr1	116753406	116754430	1
VTCN1	chr17	55115624	55116648	-1	chr1	117210960	117211984	-1
TENT5C	chr17	55476902	55477926	1	chr1	117605024	117606048	1
NOTCH2	chr17	57608931	57609955	-1	chr1	120100779	120101803	-1
BCL9	chr17	58761456	58762480	1	chr1	147540477	147541501	1
CD160	chr17	59204209	59205233	1	chr1	145718447	145719471	1
TXNIP	chr17	59436806	59437830	-1	chr1	145996579	145997603	-1
FCGR1A	chr17	59748936	59749960	1	chr1	149781647	149782671	1
APH1A	chr17	60172045	60173069	-1	chr1	150269580	150270604	-1
MCL1	chr17	60420508	60421532	-1	chr1	150579738	150580762	-1
CTSS	chr17	60568999	60570023	-1	chr1	150765792	150766816	-1
ARNT	chr17	60669366	60670390	-1	chr1	150876708	150877732	-1
SETDB1	chr17	60693124	60694148	1	chr1	150925239	150926263	1
MLLT11	chr17	60798738	60799762	1	chr1	151059373	151060397	1
RORC	chr17	61502436	61503460	-1	chr1	151831845	151832869	-1
SLC16A1	chr17	63361852	63362876	1	chr1	112957013	112958037	-1
ADORA3	chr17	64657737	64658761	1	chr1	111503633	111504657	-1
IKZF1	chr18	1825838	1826862	1	chr7	50303044	50304068	1
EGFR	chr18	5959821	5960845	1	chr7	55017993	55019017	1
INHBA	chr18	8384232	8385256	1	chr7	41705834	41706858	-1
SFRP4	chr18	12253554	12254578	1	chr7	38025695	38026719	-1
PIK3CG	chr18	13897681	13898705	-1	chr7	106864254	106865278	1
RELN	chr18	16554172	16555196	1	chr7	103989658	103990682	-1
CD36	chr18	20625418	20626442	1	chr7	80368551	80369575	1
HGF	chr18	21684870	21685894	-1	chr7	81770438	81771462	-1
PCLO	chr18	22986291	22987315	-1	chr7	83162930	83163954	-1
SIGIRR	chr18	25906134	25907158	-1	chr11	417455	418479	-1
HRAS	chr18	25995938	25996962	-1	chr11	537321	538345	-1
RAG2	chr18	32018830	32019854	1	chr11	36598279	36599303	-1
TRAF6	chr18	32071931	32072955	1	chr11	36510272	36511296	-1
SLC1A2	chr18	32966624	32967648	1	chr11	35420063	35421087	-1
CD44	chr18	33223633	33224657	-1	chr11	35137858	35138882	1
LMO2	chr18	34273443	34274467	1	chr11	33892076	33893100	-1
CD59	chr18	34375070	34376094	1	chr11	33736479	33737503	-1
WT1	chr18	35496507	35497531	1	chr11	32435564	32436588	-1
MPEG1	chr18	37972804	37973828	1	chr11	59212927	59213951	-1
CLP1	chr18	39000586	39001610	-1	chr11	57647164	57648188	1
SERPING1	chr18	39051835	39052859	-1	chr11	57596363	57597387	1
APLNR	chr18	39345050	39346074	1	chr11	57237235	57238259	-1
KBTBD4	chr18	42502190	42503214	1	chr11	47578976	47580000	-1
NR1H3	chr18	42771525	42772549	-1	chr11	47247276	47248300	1
DDB2	chr18	42817722	42818746	-1	chr11	47213441	47214465	1
CREB3L1	chr18	43599317	43600341	-1	chr11	46276638	46277662	1
EXT2	chr18	45563983	45565007	-1	chr11	44094624	44095648	1
TOLLIP	chr18	46026693	46027717	-1	chr11	1309654	1310678	-1
IGF2	chr18	46766988	46768012	-1	chr11	2141238	2142262	-1
CD81	chr18	46911718	46912742	1	chr11	2375153	2376177	1
CARS1	chr18	47462207	47463231	-1	chr11	3057613	3058637	-1
FGF3	chr18	48835748	48836772	1	chr11	69819416	69820440	-1
FGF4	chr18	48868419	48869443	1	chr11	69775341	69776365	-1
FGF19	chr18	48919940	48920964	1	chr11	69704022	69705046	-1
CCND1	chr18	48967584	48968608	-1	chr11	69640132	69641156	1
RPS6KB2	chr18	50544342	50545366	-1	chr11	67427436	67428460	1
PC	chr18	50909934	50910958	1	chr11	66958386	66959410	-1
CTSW	chr18	51888169	51889193	-1	chr11	65878813	65879837	1
RELA	chr18	52050591	52051615	1	chr11	65663090	65664114	-1
MEN1	chr18	52852507	52853531	1	chr11	64811294	64812318	-1
MAP4K2	chr18	52858779	52859803	1	chr11	64803241	64804265	-1
CD5	chr18	55844496	55845520	-1	chr11	61101465	61102489	1
CD6	chr18	55944991	55946015	-1	chr11	60970656	60971680	1
PTGDR2	chr18	56036680	56037704	1	chr11	60855950	60856974	-1
GAB1	chr19	842755	843779	-1	chr4	143335738	143336762	1
INPP4B	chr19	1543307	1544331	1	chr4	142847432	142848456	-1
IL15	chr19	2083219	2084243	-1	chr4	141635559	141636583	1
SETD7	chr19	3906139	3907163	1	chr4	139606699	139607723	-1
FAT4	chr19	16139594	16140618	-1	chr4	125313894	125314918	1
IL21	chr19	18462289	18463313	1	chr4	122621066	122622090	-1
IL2	chr19	18571224	18572248	1	chr4	122456725	122457749	-1
ERCC3	chr19	24666927	24667951	1	chr2	127294166	127295190	-1
MARCO	chr19	32465527	32466551	-1	chr2	118941142	118942166	1
