chrom  start      end        gene_name  score  strand  DNA_count  DNA_sum  DNA_cov   LINE_count  LINE_sum  LINE_cov  LTR_count  LTR_sum  LTR_cov  SINE_count  SINE_sum  SINE_cov
chr16  34122272   34123296   WRN        0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr16  35857095   35858119   TNKS       0      -       0          0        0         0           0         0         0          0        0        3           373       36.4258
chr16  39617328   39618352   TUSC3      0      +       0          0        0         0           0         0         3          378      36.9141  2           348       33.9844
chr16  40331889   40332913   MSR1       0      -       0          0        0         0           0         0         0          0        0        1           239       23.3398
chr16  42101445   42102469   PCM1       0      +       0          0        0         0           0         0         1          70       6.83594  0           0         0
chr16  45045331   45046355   FAT1       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr16  45571950   45572974   TLR3       0      -       0          0        0         0           0         0         2          1024     100      0           0         0
chr16  46847680   46848704   CASP3      0      +       0          0        0         0           0         0         0          0        0        2           101       9.86328
chr16  46980821   46981845   IRF2       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr16  53924200   53925224   VEGFC      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr16  55549380   55550404   DEFB1      0      +       0          0        0         2           582       56.8359   0          0        0        1           192       18.75
chr17  18595465   18596489   WDCP       0      -       0          0        0         1           52        5.07812   0          0        0        0           0         0
chr17  18939173   18940197   NCOA1      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr17  19655519   19656543   DNMT3A     0      -       0          0        0         3           153       14.9414   0          0        0        0           0         0
chr17  20130179   20131203   ASXL2      0      -       0          0        0         0           0         0         3          554      54.1016  2           363       35.4492
chr17  20875995   20877019   CENPA      0      +       0          0        0         1           321       31.3477   0          0        0        0           0         0
chr17  21263494   21264518   CAD        0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr17  22692459   22693483   PPP1CB     0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr17  23719569   23720593   ALK        0      -       0          0        0         0           0         0         0          0        0        1           119       11.6211
chr17  29523408   29524432   STRN       0      -       0          0        0         0           0         0         0          0        0        1           175       17.0898
chr17  31309388   31310412   SOS1       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr17  33945637   33946661   EML4       0      +       0          0        0         0           0         0         1          69       6.73828  2           274       26.7578
chr17  34509082   34510106   ARID5A     0      -       0          0        0         2           145       14.1602   0          0        0        1           141       13.7695
chr17  34687546   34688570   TMEM127    0      +       0          0        0         1           215       20.9961   0          0        0        0           0         0
chr17  34761711   34762735   DUSP2      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr17  36514596   36515620   MERTK      0      +       0          0        0         1           90        8.78906   0          0        0        1           194       18.9453
chr17  36916288   36917312   TTL        0      +       0          0        0         1           109       10.6445   0          0        0        0           0         0
chr17  37160990   37162014   IL1A       0      -       0          0        0         0           0         0         0          0        0        1           59        5.76172
chr17  37205552   37206576   IL1B       0      -       0          0        0         1           56        5.46875   0          0        0        0           0         0
chr17  37425771   37426795   IL1RN      0      +       1          202      19.7266   0           0         0         0          0        0        1           84        8.20312
chr17  37546218   37547242   PAX8       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr17  38678112   38679136   CD8A       0      +       0          0        0         1           118       11.5234   0          0        0        0           0         0
chr17  49094795   49095819   DOK1       0      -       0          0        0         1           136       13.2812   0          0        0        1           106       10.3516
chr17  49583958   49584982   TET3       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr17  52756887   52757911   TRIM33     0      -       1          104      10.1562   0           0         0         0          0        0        1           134       13.0859
chr17  52945813   52946837   NRAS       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr17  52985466   52986490   CSDE1      0      -       0          0        0         1           102       9.96094   0          0        0        0           0         0
chr17  54355708   54356732   ATP1A1     0      +       0          0        0         0           0         0         0          0        0        1           188       18.3594
chr17  54538606   54539630   CD58       0      -       0          0        0         0           0         0         0          0        0        1           173       16.8945
chr17  54698331   54699355   CD2        0      +       0          0        0         0           0         0         0          0        0        1           191       18.6523
chr17  55115624   55116648   VTCN1      0      -       0          0        0         0           0         0         0          0        0        2           105       10.2539
chr17  55476902   55477926   TENT5C     0      +       0          0        0         0           0         0         0          0        0        1           242       23.6328
chr17  57608931   57609955   NOTCH2     0      -       0          0        0         0           0         0         0          0        0        1           157       15.332
chr17  58761456   58762480   BCL9       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr17  59204209   59205233   CD160      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr17  59436806   59437830   TXNIP      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr17  59748936   59749960   FCGR1A     0      +       0          0        0         1           186       18.1641   0          0        0        2           174       16.9922
chr17  60172045   60173069   APH1A      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr17  60420508   60421532   MCL1       0      -       0          0        0         2           106       10.3516   0          0        0        0           0         0
chr17  60568999   60570023   CTSS       0      -       0          0        0         1           123       12.0117   0          0        0        2           353       34.4727
chr17  60669366   60670390   ARNT       0      -       0          0        0         0           0         0         0          0        0        2           374       36.5234
chr17  60693124   60694148   SETDB1     0      +       0          0        0         1           160       15.625    0          0        0        2           221       21.582
chr17  60798738   60799762   MLLT11     0      +       0          0        0         0           0         0         0          0        0        2           287       28.0273
chr17  61502436   61503460   RORC       0      -       0          0        0         0           0         0         0          0        0        1           234       22.8516
chr17  63361852   63362876   SLC16A1    0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr17  64657737   64658761   ADORA3     0      +       0          0        0         0           0         0         1          342      33.3984  0           0         0
chr18  1825838    1826862    IKZF1      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  5959821    5960845    EGFR       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  8384232    8385256    INHBA      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  12253554   12254578   SFRP4      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  13897681   13898705   PIK3CG     0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  16554172   16555196   RELN       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  20625418   20626442   CD36       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  21684870   21685894   HGF        0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  22986291   22987315   PCLO       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  25906134   25907158   SIGIRR     0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  25995938   25996962   HRAS       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  32018830   32019854   RAG2       0      +       0          0        0         0           0         0         0          0        0        1           112       10.9375
chr18  32071931   32072955   TRAF6      0      +       0          0        0         1           66        6.44531   0          0        0        1           161       15.7227
chr18  32966624   32967648   SLC1A2     0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  33223633   33224657   CD44       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  34273443   34274467   LMO2       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  34375070   34376094   CD59       0      +       0          0        0         1           102       9.96094   0          0        0        0           0         0
chr18  35496507   35497531   WT1        0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  37972804   37973828   MPEG1      0      +       1          102      9.96094   1           172       16.7969   0          0        0        1           174       16.9922
chr18  39000586   39001610   CLP1       0      -       0          0        0         0           0         0         0          0        0        2           369       36.0352
chr18  39051835   39052859   SERPING1   0      -       1          186      18.1641   0           0         0         0          0        0        3           256       25
chr18  39345050   39346074   APLNR      0      +       0          0        0         0           0         0         0          0        0        1           46        4.49219
chr18  42502190   42503214   KBTBD4     0      +       0          0        0         0           0         0         0          0        0        2           272       26.5625
chr18  42771525   42772549   NR1H3      0      -       0          0        0         1           23        2.24609   0          0        0        0           0         0
chr18  42817722   42818746   DDB2       0      -       0          0        0         0           0         0         0          0        0        2           169       16.5039
chr18  43599317   43600341   CREB3L1    0      -       0          0        0         1           196       19.1406   0          0        0        0           0         0
chr18  45563983   45565007   EXT2       0      -       0          0        0         0           0         0         0          0        0        2           294       28.7109
chr18  46026693   46027717   TOLLIP     0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  46766988   46768012   IGF2       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  46911718   46912742   CD81       0      +       1          54       5.27344   0           0         0         0          0        0        0           0         0
chr18  47462207   47463231   CARS1      0      -       0          0        0         0           0         0         0          0        0        1           167       16.3086
chr18  48835748   48836772   FGF3       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  48868419   48869443   FGF4       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  48919940   48920964   FGF19      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  48967584   48968608   CCND1      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  50544342   50545366   RPS6KB2    0      -       0          0        0         1           77        7.51953   0          0        0        3           330       32.2266
chr18  50909934   50910958   PC         0      +       0          0        0         1           138       13.4766   0          0        0        1           95        9.27734
chr18  51888169   51889193   CTSW       0      -       0          0        0         1           97        9.47266   0          0        0        1           178       17.3828
chr18  52050591   52051615   RELA       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  52852507   52853531   MEN1       0      +       0          0        0         1           221       21.582    0          0        0        0           0         0
chr18  52858779   52859803   MAP4K2     0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr18  55844496   55845520   CD5        0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr18  55944991   55946015   CD6        0      -       0          0        0         2           273       26.6602   0          0        0        1           208       20.3125
chr18  56036680   56037704   PTGDR2     0      +       0          0        0         1           54        5.27344   0          0        0        2           240       23.4375
chr19  842755     843779     GAB1       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr19  1543307    1544331    INPP4B     0      +       0          0        0         1           51        4.98047   1          206      20.1172  1           161       15.7227
chr19  2083219    2084243    IL15       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr19  3906139    3907163    SETD7      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr19  16139594   16140618   FAT4       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr19  18462289   18463313   IL21       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr19  18571224   18572248   IL2        0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr19  24666927   24667951   ERCC3      0      +       1          164      16.0156   2           493       48.1445   0          0        0        0           0         0
chr19  32465527   32466551   MARCO      0      -       0          0        0         0           0         0         1          177      17.2852  1           190       18.5547
chr19  46068924   46069948   LRP1B      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   3641770    3642794    NRP1       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   3938054    3939078    ITGB1      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   4751787    4752811    ABI1       0      +       0          0        0         1           95        9.27734   0          0        0        2           301       29.3945
chr2   8644069    8645093    BMI1       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   9421340    9422364    MLLT10     0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   12675773   12676797   KIF5B      0      +       0          0        0         2           486       47.4609   0          0        0        1           39        3.80859
chr2   13322104   13323128   ZEB1       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   18133728   18134752   MRC1       0      -       0          0        0         0           0         0         0          0        0        1           144       14.0625
chr2   18629571   18630595   VIM        0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   27142926   27143950   GATA3      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   28927248   28928272   IL2RA      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   29012715   29013739   IL15RA     0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   30687875   30688899   KLF6       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   34691039   34692063   HBEGF      0      -       1          217      21.1914   0           0         0         0          0        0        0           0         0
chr2   36775744   36776768   ARHGAP26   0      +       0          0        0         1           29        2.83203   0          0        0        0           0         0
chr2   41652442   41653466   GZMA       0      +       0          0        0         1           74        7.22656   0          0        0        0           0         0
chr2   42278679   42279703   IL31RA     0      +       1          123      12.0117   0           0         0         0          0        0        0           0         0
chr2   42426940   42427964   IL6ST      0      -       0          0        0         1           51        4.98047   0          0        0        2           184       17.9688
chr2   43099318   43100342   MAP3K1     0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   44546873   44547897   PLK2       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   51894980   51896004   CD180      0      -       0          0        0         1           34        3.32031   0          0        0        1           95        9.27734
chr2   52677712   52678736   PIK3R1     0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   55656739   55657763   ARHGEF28   0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   57413646   57414670   SETD6      0      -       0          0        0         1           45        4.39453   0          0        0        3           387       37.793
chr2   58274870   58275894   CCL17      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   58302979   58304003   CX3CL1     0      -       0          0        0         1           102       9.96094   0          0        0        1           128       12.5
chr2   58316323   58317347   CCL22      0      -       0          0        0         0           0         0         0          0        0        2           268       26.1719
chr2   58630406   58631430   NLRC5      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   58671800   58672824   HERPUD1    0      -       0          0        0         0           0         0         1          58       5.66406  0           0         0
chr2   58846012   58847036   NUP93      0      -       0          0        0         2           855       83.4961   0          0        0        0           0         0
chr2   63905381   63906405   CYLD       0      -       0          0        0         0           0         0         0          0        0        1           157       15.332
chr2   63943824   63944848   NOD2       0      -       0          0        0         0           0         0         0          0        0        3           465       45.4102
chr2   68334559   68335583   HDAC1      0      -       1          247      24.1211   0           0         0         0          0        0        3           328       32.0312
chr2   68362999   68364023   LCK        0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   71563428   71564452   SESN2      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   72297996   72299020   MAP3K6     0      +       0          0        0         1           101       9.86328   0          0        0        1           188       18.3594
chr2   72798165   72799189   ARID1A     0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   74848211   74849235   IL22RA1    0      +       0          0        0         0           0         0         1          260      25.3906  0           0         0
chr2   75273941   75274965   ID3        0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   76047706   76048730   C1QB       0      -       0          0        0         1           185       18.0664   0          0        0        2           370       36.1328
chr2   76063252   76064276   C1QA       0      -       0          0        0         2           182       17.7734   0          0        0        1           177       17.2852
chr2   79381745   79382769   PAX7       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr2   83068230   83069254   PDPN       0      -       1          34       3.32031   0           0         0         0          0        0        0           0         0
chr2   83643630   83644654   TNFRSF1B   0      -       0          0        0         0           0         0         0          0        0        2           178       17.3828
chr2   83702020   83703044   TNFRSF8    0      -       0          0        0         0           0         0         0          0        0        1           133       12.9883
chr2   84019013   84020037   MAD2L2     0      +       0          0        0         0           0         0         0          0        0        2           137       13.3789
chr2   84292650   84293674   MTOR       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr2   84449120   84450144   MASP2      0      +       0          0        0         0           0         0         0          0        0        1           170       16.6016
chr20  2509217    2510241    GATA2      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  2668086    2669110    RPN1       0      -       0          0        0         1           253       24.707    1          164      16.0156  2           163       15.918
chr20  2943731    2944755    CNBP       0      +       0          0        0         0           0         0         0          0        0        1           189       18.457
chr20  4356396    4357420    XPC        0      -       0          0        0         2           244       23.8281   0          0        0        0           0         0
chr20  5965855    5966879    RAF1       0      +       0          0        0         1           147       14.3555   0          0        0        2           243       23.7305
chr20  6281750    6282774    PPARG      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  7228243    7229267    ATG7       0      -       0          0        0         1           75        7.32422   0          0        0        2           365       35.6445
chr20  8267937    8268961    IRAK2      0      -       0          0        0         3           526       51.3672   0          0        0        2           265       25.8789
chr20  8367476    8368500    FANCD2     0      -       1          90       8.78906   0           0         0         0          0        0        1           212       20.7031
chr20  8836101    8837125    SETD5      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  12723747   12724771   BHLHE40    0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  14299719   14300743   CRBN       0      +       0          0        0         2           437       42.6758   0          0        0        0           0         0
chr20  14366772   14367796   IL5RA      0      +       0          0        0         1           86        8.39844   0          0        0        0           0         0
chr20  19302369   19303393   PPP4R2     0      -       0          0        0         0           0         0         0          0        0        3           511       49.9023
chr20  19439349   19440373   SHQ1       0      +       0          0        0         0           0         0         0          0        0        1           196       19.1406
chr20  19788472   19789496   RYBP       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr20  22022704   22023728   MITF       0      -       0          0        0         1           174       16.9922   0          0        0        0           0         0
chr20  27555632   27556656   ATXN7      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  29912508   29913532   FHIT       0      +       0          0        0         1           294       28.7109   0          0        0        1           13        1.26953
chr20  36442862   36443886   IL17RB     0      -       0          0        0         0           0         0         0          0        0        1           52        5.07812
chr20  36779827   36780851   CACNA1D    0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  37029186   37030210   PRKCD      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  37509893   37510917   PBRM1      0      +       0          0        0         0           0         0         0          0        0        1           135       13.1836
chr20  37761899   37762923   BAP1       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr20  38182273   38183297   PARP3      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  39166883   39167907   CISH       0      +       0          0        0         0           0         0         0          0        0        1           83        8.10547
chr20  39793902   39794926   MST1R      0      +       0          0        0         0           0         0         0          0        0        1           202       19.7266
chr20  39989012   39990036   MST1       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr20  40230527   40231551   RHOA       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr20  41201017   41202041   CAMP       0      -       0          0        0         1           78        7.61719   0          0        0        0           0         0
chr20  42080912   42081936   SETD2      0      +       0          0        0         0           0         0         1          54       5.27344  0           0         0
chr20  42636918   42637942   LTF        0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr20  42679933   42680957   CCRL2      0      -       0          0        0         2           317       30.957    0          0        0        1           183       17.8711
chr20  42703760   42704784   CCR5       0      -       0          0        0         1           209       20.4102   0          0        0        1           108       10.5469
chr20  42719282   42720306   CCR2       0      -       0          0        0         2           722       70.5078   0          0        0        0           0         0
chr20  42790200   42791224   CCR3       0      -       0          0        0         0           0         0         0          0        0        1           85        8.30078
chr20  42826324   42827348   CCR1       0      +       0          0        0         0           0         0         0          0        0        1           93        9.08203
chr20  42910891   42911915   XCR1       0      +       0          0        0         1           661       64.5508   0          0        0        0           0         0
chr20  42975506   42976530   CXCR6      0      -       0          0        0         0           0         0         0          0        0        2           251       24.5117
chr20  43023212   43024236   CCR9       0      -       1          136      13.2812   0           0         0         0          0        0        1           134       13.0859
chr20  44422671   44423695   MEF2B      0      +       0          0        0         1           218       21.2891   0          0        0        1           87        8.49609
chr20  44680326   44681350   UPF1       0      -       0          0        0         0           0         0         0          0        0        3           312       30.4688
chr20  44803449   44804473   CRTC1      0      -       0          0        0         1           283       27.6367   0          0        0        1           170       16.6016
chr20  45293295   45294319   IL12RB1    0      +       0          0        0         2           323       31.543    0          0        0        1           159       15.5273
chr20  45457992   45459016   JAK3       0      +       0          0        0         2           411       40.1367   0          0        0        1           136       13.2812
chr20  45791983   45793007   BST2       0      +       0          0        0         0           0         0         0          0        0        3           312       30.4688
chr20  46787433   46788457   TPM4       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  47255448   47256472   BRD4       0      +       1          45       4.39453   0           0         0         1          106      10.3516  2           321       31.3477
chr20  47357119   47358143   NOTCH3     0      +       0          0        0         1           17        1.66016   0          0        0        0           0         0
chr20  48519638   48520662   DNAJB1     0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr20  48619154   48620178   ADGRE5     0      -       0          0        0         0           0         0         0          0        0        2           216       21.0938
chr20  48806363   48807387   PRKACA     0      +       0          0        0         0           0         0         0          0        0        1           81        7.91016
chr20  49652362   49653386   CALR       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  50342677   50343701   EPOR       0      +       0          0        0         1           172       16.7969   1          167      16.3086  0           0         0
chr20  50669723   50670747   SMARCA4    0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  50886770   50887794   DNM2       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  50943802   50944826   ILF3       0      -       0          0        0         0           0         0         0          0        0        1           46        4.49219
chr20  51048867   51049891   KEAP1      0      +       0          0        0         0           0         0         0          0        0        4           501       48.9258
chr20  51144362   51145386   TYK2       0      +       0          0        0         0           0         0         2          194      18.9453  1           146       14.2578
chr20  51173405   51174429   ICAM3      0      +       0          0        0         0           0         0         0          0        0        2           179       17.4805
chr20  51225401   51226425   ICAM1      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  51251949   51252973   S1PR2      0      +       0          0        0         2           164       16.0156   0          0        0        0           0         0
chr20  51268652   51269676   DNMT1      0      +       2          216      21.0938   1           3         0.292969  0          0        0        1           170       16.6016
chr20  51563171   51564195   PIN1       0      -       0          0        0         0           0         0         0          0        0        1           169       16.5039
chr20  52560283   52561307   INSR       0      -       1          176      17.1875   0           0         0         0          0        0        0           0         0
chr20  52867199   52868223   FCER2      0      -       0          0        0         0           0         0         0          0        0        2           350       34.1797
chr20  52928055   52929079   CD209      0      -       0          0        0         2           245       23.9258   1          95       9.27734  2           230       22.4609
chr20  53125444   53126468   CCL25      0      +       0          0        0         1           88        8.59375   0          0        0        1           58        5.66406
chr20  53931647   53932671   VAV1       0      -       0          0        0         1           104       10.1562   0          0        0        2           331       32.3242
chr20  53964326   53965350   C3         0      +       0          0        0         2           262       25.5859   0          0        0        1           173       16.8945
chr20  54001562   54002586   TNFSF14    0      +       0          0        0         1           181       17.6758   0          0        0        0           0         0
chr20  54036518   54037542   CD70       0      +       0          0        0         0           0         0         2          438      42.7734  0           0         0
chr20  54244008   54245032   MLLT1      0      +       1          106      10.3516   0           0         0         0          0        0        1           65        6.34766
chr20  54970397   54971421   PTPRS      0      +       0          0        0         0           0         0         0          0        0        1           69        6.73828
chr20  55341510   55342534   TICAM1     0      +       0          0        0         0           0         0         0          0        0        1           175       17.0898
chr20  55677856   55678880   SH3GL1     0      +       0          0        0         0           0         0         0          0        0        1           169       16.5039
chr20  55789767   55790791   EBI3       0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  55861907   55862931   MAP2K2     0      +       0          0        0         2           260       25.3906   1          21       2.05078  1           169       16.5039
chr20  55903642   55904666   ZBTB7A     0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr20  57100864   57101888   GADD45B    0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  57338765   57339789   DOT1L      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  57721502   57722526   TCF3       0      +       0          0        0         0           0         0         0          0        0        1           51        4.98047
chr20  58059787   58060811   STK11      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  58226018   58227042   ARID3A     0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  58270676   58271700   ELANE      0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr20  58363941   58364965   FSTL3      0      -       0          0        0         0           0         0         0          0        0        1           5         0.488281
chr21  531712     532736     PGR        0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr21  4901914    4902938    MAML2      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr21  5906085    5907109    SESN3      0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr21  6527526    6528550    MRE11      0      +       0          0        0         1           292       28.5156   0          0        0        1           83        8.10547
chr21  13387545   13388569   EED        0      -       1          192      18.75     1           131       12.793    0          0        0        1           48        4.6875
chr21  13530544   13531568   PICALM     0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr21  20532818   20533842   GAB2       0      +       0          0        0         0           0         0         0          0        0        0           0         0
chr21  21379655   21380679   PAK1       0      +       0          0        0         1           85        8.30078   0          0        0        0           0         0
chr21  22353692   22354716   EMSY       0      -       0          0        0         0           0         0         0          0        0        2           160       15.625
chr21  26032213   26033237   INPPL1     0      -       0          0        0         0           0         0         0          0        0        0           0         0
chr21  26117469   26118493   NUMA1      0      +       0          0        0         0           0         0         0          0        0        1           89        8.69141
chr21  26468000   26469024   NUP98      0      -       0          0        0         1           228       22.2656   0          0        0        0           0         0
chr21  32383167   32384191   LMO1       0      -       0          0        0         0           0         0         1          282      27.5391  0           0         0
chr21  34514980   34516004   CTR9       0      +       0          0        0         1           123       12.0117   0          0        0        1           88        8.59375
chr21  37725950   37726974   RRAS2      0      -       0          0        0         1           114       11.1328   0          0        0        3           446       43.5547
chr21  40920421   40921445   MYOD1      0      +       0          0        0         0           0         0         0          0        0        1           174       16.9922
chr21  41342493   41343517   SAA1       0      +       0          0        0         0           0         0         0          0        0        0           0         0
